,0
888,30.546623
889,30.54897
890,30.55311
891,30.55871
892,30.556412
893,30.555212
894,30.558529
895,30.543066
896,30.550016
897,30.549599
898,30.558329
899,30.557858
900,30.54342
901,30.558329
902,30.552567
903,30.543066
904,30.54342
905,30.542404
906,30.557592
907,30.543978
908,30.54769
909,30.555212
910,30.558104
911,30.556652
912,30.55162
913,30.554916
914,30.558966
915,30.553286
916,30.556765
917,30.548758
918,30.555065
919,30.547474
920,30.552382
921,30.550829
922,30.54599
923,30.558464
924,30.550425
925,30.556765
926,30.550829
927,30.555906
928,30.545572
929,30.548542
930,30.557497
931,30.554916
932,30.550016
933,30.545162
934,30.552006
935,30.556166
936,30.556038
937,30.542404
938,30.54342
939,30.543604
940,30.558651
941,30.556412
942,30.557302
943,30.553461
944,30.556412
945,30.551031
946,30.554611
947,30.556652
948,30.549809
949,30.547474
950,30.558592
951,30.5538
952,30.557592
953,30.556988
954,30.558819
955,30.552933
956,30.558765
957,30.548758
958,30.555357
959,30.5572
960,30.543789
961,30.552382
962,30.558182
963,30.543789
964,30.558254
965,30.547474
966,30.545572
967,30.545162
968,30.550016
969,30.550629
970,30.548758
971,30.542097
972,30.558182
973,30.557772
974,30.558765
975,30.556652
976,30.55162
977,30.544168
978,30.558765
979,30.555065
980,30.553461
981,30.555498
982,30.554766
983,30.54918
984,30.557095
985,30.54726
986,30.54939
987,30.555065
988,30.557772
989,30.55887
990,30.553461
991,30.557402
992,30.558182
993,30.548117
994,30.558651
995,30.553286
996,30.559011
997,30.557095
998,30.554132
999,30.552195
1000,30.553633
1001,30.557402
1002,30.545572
1003,30.551426
1004,30.548117
1005,30.543789
1006,30.552752
1007,30.553968
1008,30.549809
1009,30.556879
1010,30.55311
1011,30.557772
1012,30.555635
1013,30.545162
1014,30.54897
1015,30.553633
1016,30.557497
1017,30.552006
1018,30.543789
1019,30.558529
1020,30.558651
1021,30.54833
1022,30.543066
1023,30.54578
1024,30.557858
1025,30.542246
1026,30.54599
1027,30.54918
1028,30.553633
1029,30.547903
1030,30.544758
1031,30.545366
1032,30.555357
1033,30.55311
1034,30.555773
1035,30.552006
1036,30.546835
1037,30.55162
1038,30.552382
1039,30.5572
1040,30.555906
1041,30.556652
1042,30.54918
1043,30.55162
1044,30.544363
1045,30.552752
1046,30.55311
1047,30.558023
1048,30.546623
1049,30.558329
1050,30.542562
1051,30.552752
1052,30.558254
1053,30.542404
1054,30.556166
1055,30.547474
1056,30.555357
1057,30.558182
1058,30.556412
1059,30.54833
1060,30.555212
1061,30.543789
1062,30.552752
1063,30.544561
1064,30.554132
1065,30.544363
1066,30.558254
1067,30.558529
1068,30.558182
1069,30.552752
1070,30.543789
1071,30.54599
1072,30.545366
1073,30.548542
1074,30.552382
1075,30.553968
1076,30.547903
1077,30.558104
1078,30.54918
1079,30.542894
1080,30.546623
1081,30.558651
1082,30.54578
1083,30.558464
1084,30.550629
1085,30.558104
1086,30.557943
1087,30.552933
1088,30.545162
1089,30.544758
1090,30.558765
1091,30.558592
1092,30.551426
1093,30.54578
1094,30.557497
1095,30.54897
1096,30.54726
1097,30.54939
1098,30.556292
1099,30.555498
1100,30.557497
1101,30.542562
1102,30.552195
1103,30.554611
1104,30.556879
1105,30.558104
1106,30.545366
1107,30.55892
1108,30.54833
1109,30.55162
1110,30.554453
1111,30.546835
1112,30.55162
1113,30.543066
1114,30.553633
1115,30.557592
1116,30.54578
1117,30.558104
1118,30.556166
1119,30.549599
1120,30.545366
1121,30.552006
1122,30.556166
1123,30.55022
1124,30.556038
1125,30.556292
1126,30.546835
1127,30.556988
1128,30.554766
1129,30.555635
1130,30.554916
1131,30.547047
1132,30.558104
1133,30.551426
1134,30.544363
1135,30.54939
1136,30.554611
1137,30.55887
1138,30.557302
1139,30.556765
1140,30.54578
1141,30.542894
1142,30.553968
1143,30.546412
1144,30.554453
1145,30.5572
1146,30.551813
1147,30.550629
1148,30.553633
1149,30.543978
1150,30.558464
1151,30.543604
1152,30.55022
1153,30.554293
1154,30.558182
1155,30.558254
1156,30.54726
1157,30.556412
1158,30.552752
1159,30.558397
1160,30.556879
1161,30.556292
1162,30.554766
1163,30.557302
1164,30.558329
1165,30.5462
1166,30.555065
1167,30.54939
1168,30.552195
1169,30.553633
1170,30.557302
1171,30.557858
1172,30.557684
1173,30.556765
1174,30.556534
1175,30.557943
1176,30.55892
1177,30.55022
1178,30.54939
1179,30.556879
1180,30.547047
1181,30.558329
1182,30.551426
1183,30.545162
1184,30.558529
1185,30.552933
1186,30.556765
1187,30.558651
1188,30.556765
1189,30.542246
1190,30.542404
1191,30.549599
1192,30.542404
1193,30.542727
1194,30.542727
1195,30.551813
1196,30.556534
1197,30.544168
1198,30.543243
1199,30.554611
1200,30.54578
1201,30.54833
1202,30.548117
1203,30.543604
1204,30.55123
1205,30.558254
1206,30.556534
1207,30.5462
1208,30.557302
1209,30.552382
1210,30.543604
1211,30.557943
1212,30.548117
1213,30.554766
1214,30.551813
1215,30.556412
1216,30.548542
1217,30.543604
1218,30.546835
1219,30.54599
1220,30.543243
1221,30.555773
1222,30.555065
1223,30.556038
1224,30.556879
1225,30.543978
1226,30.557497
1227,30.547047
1228,30.543604
1229,30.552933
1230,30.553968
1231,30.555212
1232,30.555357
1233,30.547474
1234,30.546623
1235,30.546412
1236,30.542727
1237,30.549809
1238,30.557772
1239,30.545162
1240,30.548542
1241,30.558329
1242,30.543243
1243,30.557497
1244,30.555906
1245,30.557858
1246,30.558592
1247,30.558104
1248,30.554293
1249,30.554611
1250,30.543604
1251,30.558651
1252,30.558765
1253,30.55162
1254,30.555773
1255,30.545572
1256,30.558329
1257,30.55892
1258,30.5572
1259,30.558966
1260,30.542562
1261,30.555357
1262,30.55871
1263,30.554293
1264,30.55022
1265,30.554293
1266,30.55311
1267,30.558104
1268,30.549599
1269,30.544758
1270,30.547047
1271,30.550425
1272,30.555498
1273,30.5572
1274,30.5538
1275,30.55022
1276,30.55123
1277,30.558182
1278,30.55871
1279,30.545366
1280,30.555357
1281,30.55871
1282,30.556412
1283,30.557095
1284,30.545572
1285,30.554132
1286,30.555635
1287,30.54918
1288,30.54918
1289,30.558966
1290,30.557943
1291,30.547047
1292,30.544758
1293,30.556988
1294,30.551031
1295,30.556412
1296,30.554132
1297,30.54496
1298,30.546835
1299,30.5462
1300,30.554132
1301,30.544758
1302,30.559011
1303,30.552006
1304,30.544168
1305,30.556765
1306,30.55022
1307,30.555498
1308,30.551813
1309,30.557684
1310,30.54939
1311,30.545162
1312,30.558329
1313,30.54496
1314,30.543978
1315,30.559011
1316,30.549599
1317,30.552752
1318,30.556652
1319,30.54918
1320,30.5462
1321,30.556765
1322,30.557943
1323,30.553286
1324,30.557095
1325,30.548117
1326,30.547474
1327,30.557302
1328,30.546623
1329,30.554293
1330,30.54599
1331,30.542404
1332,30.556412
1333,30.547474
1334,30.542727
1335,30.551813
1336,30.55123
1337,30.552567
1338,30.557497
1339,30.556534
1340,30.557095
1341,30.546623
1342,30.5538
1343,30.553633
1344,30.544168
1345,30.558765
1346,30.543789
1347,30.552006
1348,30.552006
1349,30.548758
1350,30.5572
1351,30.552195
1352,30.54897
1353,30.551031
1354,30.55123
1355,30.54496
1356,30.546412
1357,30.542894
1358,30.555212
1359,30.552382
1360,30.555498
1361,30.549809
1362,30.554611
1363,30.551031
1364,30.559011
1365,30.547474
1366,30.547903
1367,30.552933
1368,30.554916
1369,30.557684
1370,30.556038
1371,30.550829
1372,30.549599
1373,30.54769
1374,30.554132
1375,30.554293
1376,30.558765
1377,30.557592
1378,30.556879
1379,30.552567
1380,30.552933
1381,30.547903
1382,30.551426
1383,30.5538
1384,30.558182
1385,30.55871
1386,30.542246
1387,30.550425
1388,30.556534
1389,30.553968
1390,30.548758
1391,30.55892
1392,30.555635
1393,30.557684
1394,30.55887
1395,30.543604
1396,30.54897
1397,30.544168
1398,30.551031
1399,30.544561
1400,30.558329
1401,30.557497
1402,30.543978
1403,30.558592
1404,30.54578
1405,30.55311
1406,30.5462
1407,30.555635
1408,30.551426
1409,30.556652
1410,30.553968
1411,30.55123
1412,30.54897
1413,30.552382
1414,30.54833
1415,30.554453
1416,30.554293
1417,30.543604
1418,30.556292
1419,30.555212
1420,30.544561
1421,30.558592
1422,30.552567
1423,30.558966
1424,30.55887
1425,30.558104
1426,30.54897
1427,30.558592
1428,30.552933
1429,30.556765
1430,30.544758
1431,30.552382
1432,30.55887
1433,30.552382
1434,30.550829
1435,30.554916
1436,30.55871
1437,30.543604
1438,30.556412
1439,30.558023
1440,30.55871
1441,30.542894
1442,30.544561
1443,30.547474
1444,30.54578
1445,30.554132
1446,30.546835
1447,30.552006
1448,30.556988
1449,30.544168
1450,30.558819
1451,30.54769
1452,30.550629
1453,30.55022
1454,30.554916
1455,30.544561
1456,30.542246
1457,30.54897
1458,30.55892
1459,30.553461
1460,30.552382
1461,30.555906
1462,30.55311
1463,30.551813
1464,30.554916
1465,30.549599
1466,30.558966
1467,30.558819
1468,30.54897
1469,30.556652
1470,30.558023
1471,30.557402
1472,30.558397
1473,30.554766
1474,30.54599
1475,30.54726
1476,30.552567
1477,30.547474
1478,30.558966
1479,30.558529
1480,30.557095
1481,30.543789
1482,30.5462
1483,30.55022
1484,30.553461
1485,30.558254
1486,30.546835
1487,30.557858
1488,30.556534
1489,30.542562
1490,30.547047
1491,30.550629
1492,30.552933
1493,30.543604
1494,30.557772
1495,30.557302
1496,30.558254
1497,30.558104
1498,30.551031
1499,30.55311
1500,30.557772
1501,30.557684
1502,30.54599
1503,30.549809
1504,30.5462
1505,30.558254
1506,30.548758
1507,30.546412
1508,30.550425
1509,30.557402
1510,30.553461
1511,30.558329
1512,30.558592
1513,30.545572
1514,30.557943
1515,30.553286
1516,30.544561
1517,30.55022
1518,30.558023
1519,30.547047
1520,30.556412
1521,30.550829
1522,30.558104
1523,30.54578
1524,30.555773
1525,30.546835
1526,30.55311
1527,30.558966
1528,30.55871
1529,30.554132
1530,30.551813
1531,30.555635
1532,30.556879
1533,30.55123
1534,30.550629
1535,30.557684
1536,30.557592
1537,30.542562
1538,30.550425
1539,30.550016
1540,30.54918
1541,30.542562
1542,30.551813
1543,30.556652
1544,30.542097
1545,30.54599
1546,30.556292
1547,30.545366
1548,30.542404
1549,30.551426
1550,30.556412
1551,30.558104
1552,30.555065
1553,30.552382
1554,30.55162
1555,30.548542
1556,30.556166
1557,30.558651
1558,30.550629
1559,30.55887
1560,30.557402
1561,30.544168
1562,30.558182
1563,30.550425
1564,30.550829
1565,30.558023
1566,30.558254
1567,30.54496
1568,30.557684
1569,30.5572
1570,30.544168
1571,30.555065
1572,30.550425
1573,30.553461
1574,30.557302
1575,30.556292
1576,30.542894
1577,30.546623
1578,30.556765
1579,30.554132
1580,30.550016
1581,30.558765
1582,30.55123
1583,30.556166
1584,30.554132
1585,30.555065
1586,30.552382
1587,30.550629
1588,30.55123
1589,30.558329
1590,30.554611
1591,30.547474
1592,30.558329
1593,30.557402
1594,30.554132
1595,30.544363
1596,30.552567
1597,30.555498
1598,30.543789
1599,30.545572
1600,30.556988
1601,30.55162
1602,30.549809
1603,30.549599
1604,30.552006
1605,30.5572
1606,30.552382
1607,30.544168
1608,30.556038
1609,30.554132
1610,30.552382
1611,30.557497
1612,30.556412
1613,30.542404
1614,30.557402
1615,30.5572
1616,30.556879
1617,30.558023
1618,30.544363
1619,30.554611
1620,30.554766
1621,30.555357
1622,30.557684
1623,30.543978
1624,30.553286
1625,30.544363
1626,30.5572
1627,30.555212
1628,30.558592
1629,30.543604
1630,30.5538
1631,30.546623
1632,30.555635
1633,30.552006
1634,30.557684
1635,30.55887
1636,30.546412
1637,30.54918
1638,30.557095
1639,30.54496
1640,30.548758
1641,30.557772
1642,30.554611
1643,30.54833
1644,30.554453
1645,30.556534
1646,30.546412
1647,30.557943
1648,30.550016
1649,30.54918
1650,30.554611
1651,30.546412
1652,30.557302
1653,30.543604
1654,30.547474
1655,30.55022
1656,30.556988
1657,30.5538
1658,30.5538
1659,30.55311
1660,30.55022
1661,30.546412
1662,30.547047
1663,30.555906
1664,30.558464
1665,30.558529
1666,30.553633
1667,30.543604
1668,30.558819
1669,30.54769
1670,30.553461
1671,30.551031
1672,30.553633
1673,30.5572
1674,30.553286
1675,30.542562
1676,30.543243
1677,30.553633
1678,30.543789
1679,30.547903
1680,30.5572
1681,30.551031
1682,30.55123
1683,30.556879
1684,30.553461
1685,30.557943
1686,30.55887
1687,30.557302
1688,30.54939
1689,30.545162
1690,30.54342
1691,30.55022
1692,30.55887
1693,30.552195
1694,30.5462
1695,30.546623
1696,30.554132
1697,30.555065
1698,30.545366
1699,30.556988
1700,30.554766
1701,30.555906
1702,30.547474
1703,30.555498
1704,30.553461
1705,30.557858
1706,30.54769
1707,30.556412
1708,30.557497
1709,30.55892
1710,30.551813
1711,30.545572
1712,30.556166
1713,30.557592
1714,30.547903
1715,30.55887
1716,30.557402
1717,30.548542
1718,30.543604
1719,30.54726
1720,30.55871
1721,30.554132
1722,30.553286
1723,30.55892
1724,30.546412
1725,30.543978
1726,30.559011
1727,30.543243
1728,30.549599
1729,30.55022
1730,30.546412
1731,30.544168
1732,30.555635
1733,30.55162
1734,30.550016
1735,30.55311
1736,30.545366
1737,30.550425
1738,30.557592
1739,30.545162
1740,30.546412
1741,30.545366
1742,30.5572
1743,30.555906
1744,30.544168
1745,30.555773
1746,30.559011
1747,30.557858
1748,30.555635
1749,30.547474
1750,30.557497
1751,30.558765
1752,30.557684
1753,30.548758
1754,30.547047
1755,30.558765
1756,30.556652
1757,30.553968
1758,30.557592
1759,30.555773
1760,30.54939
1761,30.558397
1762,30.558254
1763,30.5462
1764,30.558464
1765,30.544168
1766,30.552752
1767,30.554611
1768,30.553968
1769,30.550016
1770,30.553633
1771,30.557497
1772,30.558254
1773,30.558397
1774,30.543789
1775,30.554916
1776,30.557302
1777,30.552382
1778,30.553286
1779,30.550425
1780,30.556166
1781,30.556166
1782,30.554916
1783,30.555906
1784,30.556534
1785,30.548117
1786,30.557302
1787,30.551426
1788,30.54342
1789,30.542894
1790,30.556988
1791,30.556988
1792,30.544168
1793,30.554293
1794,30.556038
1795,30.543066
1796,30.548117
1797,30.544758
1798,30.558819
1799,30.554766
1800,30.556166
1801,30.54897
1802,30.54599
1803,30.557684
1804,30.558592
1805,30.543604
1806,30.551031
1807,30.544561
1808,30.556988
1809,30.555635
1810,30.545572
1811,30.55311
1812,30.554766
1813,30.543978
1814,30.543978
1815,30.551031
1816,30.542562
1817,30.550425
1818,30.555065
1819,30.54578
1820,30.553633
1821,30.547903
1822,30.547047
1823,30.543604
1824,30.546623
1825,30.54918
1826,30.558966
1827,30.554293
1828,30.558966
1829,30.558819
1830,30.543243
1831,30.558819
1832,30.55022
1833,30.554453
1834,30.551813
1835,30.550629
1836,30.543066
1837,30.558023
1838,30.54918
1839,30.552933
1840,30.548117
1841,30.557684
1842,30.558397
1843,30.546412
1844,30.5462
1845,30.554611
1846,30.557402
1847,30.54833
1848,30.558529
1849,30.5538
1850,30.558765
1851,30.54769
1852,30.545572
1853,30.542246
1854,30.556038
1855,30.550425
1856,30.553461
1857,30.550829
1858,30.557943
1859,30.543604
1860,30.556879
1861,30.552567
1862,30.556292
1863,30.549599
1864,30.558254
1865,30.558529
1866,30.556166
1867,30.550829
1868,30.551031
1869,30.55311
1870,30.548758
1871,30.553461
1872,30.545572
